external_id,title,merchant,description,category
102651,5% back at Olympia Cafe,Olympia Cafe,"Located near historic downtown Melbourne and just a five-minute drive from the beaches, Olympia Cafe is an authentic Greek restaurant serving traditional dishes as well as a bunch of specialties.  Customer favorites include gyros, mousaka (Greek eggplant) and pastichio (Greek lasagna), though there are plenty of other choices on the menu to pick from.  Dine in or grab something to bring with you and enjoy it on the beach - either way the Greek delights from Olympia Cafe cannot be beat.",FOOD
104709,5% back at Pat O'Brien's,Pat O'Brien's,"Welcome to the party! Where the history of the Alamo meets the legendary Laissez Les Bon Temps Rouler of New Orleans, you'll find Pat O'Brien's and its famous Hurricane Specialty Drink.  Since 1933, Pat O'Brien's motto has been Have Fun! What's more, visitors worldwide have sought out this destination for the express purpose of doing just that. From the French Quarter architecture and Specialty Drinks served in souvenir glasses, to the live dueling piano players and authentic Cajun/Creole cuisine, in San Antonio good times begin and end right here! Decked out in hand-painted murals, wrought-iron railings and chandeliers, antiques and hard wood floors, O'Brien's takes its cue directly from Bourbon Street. And that's equally true of the menu, which features Crawfish Etouffee, Shrimp Creole and Jambalaya, as well as Steaks, Burgers, Catfish Sticks and Alligator Bites. Want to take home memories of your visit?  The photo department will be only too happy to frame an 8x10 photo of you and your friends, so that the good times enjoyed here are never forgotten.  The kitchen is open Monday-Thursday from 11 a.m. to 9 p.m., Friday and Saturday until 11 p.m.",FOOD
92895,5% back at Sushi X,Sushi X,"Sushi X is a unique take on a sushi restaurant in downtown Chicago. Offering a full menu of traditional, vegetable, neo, mega and inside out rolls, Sushi X also has hot dishes of chicken, shrimp and tuna, cold entrees like oyster shooters and creamy ginger salads and a rare mochi ice cream available for dessert. All rolls are made to order, so the chef can accommodate almost any diner's needs. Most exceptional about Sushi X is their delivery service, which patrons rave about. Sushi X provides plenty of attention to detail from the packaging of the food to the specially designed carry out plastic bag, box stickers, chopsticks, menu and business card. Each roll is carefully tucked-in to its delivery box, ensuring they arrive in the same condition they are prepared. Inside, the dimly lit space resembles a nightclub, with candlelit tables and a black ceiling. Even the music tends to recall the trendy club scene, although Sushi X retains a cozy ambiance all times of the day. Sushi X is also unique in that there is not a sushi bar and everything is made in the kitchen. For a distinctive sushi experience at a great locale, Sushi X is a must-visit.",FOOD
92236,5% back at Pastina Trattoria,Pastina Trattoria,"For twenty years, this family run neighborhood Italian in Westwood has been touted by its regulars as their favorite westside spot for its consistent quality, knowledgeable and gracious staff, sophisticated and comfortable décor and affordable prices. What's their secret? Maybe serving good Italian food from a menu that strikes a balance between old favorites like eggplant parmigiana, linguine con vongole and current west coast favorites (grilled chicken breast, tiramisu) and unusual dishes. Why not try one of the lesser known pastas like spaghetti con pollo e asparagi, mixed with bits of chicken breast and asparagus in a thin, garlicky tomato sauce. Farfalle al salmone has a rich cream sauce studded with smoky salmon. Fettuccine alla francescana sports a cream sauce with peas and powerfully aromatic porcini mushrooms. The bread is baked fresh twice daily and desserts are flown in from Italy.  For those with dietary restrictions, gluten free and vegetarian options are also available. Finish your meal with a distinctive torta with a fig and dark chocolate filling between layers of pasta frolla; a little piece of heaven! You'll find yourself coming back often to this comfortable place where you're treated like family.",FOOD
95073,5% back at Kaz Sushi Bistro,Kaz Sushi Bistro,"KAZ Sushi Bistro serves simple, authentic Japanese cuisine, along with innovative dishes that have a touch of Western flair. The space combines a relaxed restaurant atmosphere with modern Japanese influences, creating a destination that is warm, but steeped in contemporary design elements. Dark wood furnishings, striking art work adorning the walls, water elements, creative lighting, and cozy banquets all set the scene. KAZ Sushi Bistro was opened in 1999 by chef and owner Kaz Okochi, who continues to bring his own unique concept Free Style Japanese Cuisine. Dishes range from signature sushi offerings and nigiri, to specialty small dishes and entrees. Whether it is the grilled baby octopus, salmon teriyaki bento box, edamame, or the Asian style tender short ribs that sound appetizing, the menu has enough variety to appeal to all diners. Sake, white and red wine, inventive cocktails, and other drinks round out the offerings. KAZ has been the recipient of numerous accolades, ranging from the Zagat Survey Top 20 and being amongst the 100 Very Best Restaurants as listed by the Washingtonian, to numerous nominations and awards from the Restaurant Association of Metropolitan Washington.",FOOD
93408,5% back at New Hong Kong Chinese Restaurant,New Hong Kong Chinese Restaurant,"Walls of draped floor-to-ceiling glass set the stage for a special dining experience at New Hong Kong Chinese Restaurant. Located in Winter Park's downtown Cooper Creek Square, this eatery has been delighting patrons with its spicy Beef Pepper Steak, tangy Shredded Pork in Garlic Sauce, and flavorful Moo Goo Gai Pan for almost two decades. The extensive menu offers an impressive selection of pork, beef, chicken, duck and  seafood dishes, as well as vegetarian and Thai specialties. The combination House Family Dinners for 2 - 8 people delivery tremendous variety and value, and that's equally true of the daily lunch specials. Thirsty anyone? Not to worry. New Hong Kong's surefire cure for parched throats includes specialty cocktails and an appealing lineup of beers, wines and sakes. ",FOOD
92922,5% back at Polaris Grill,Polaris Grill,"Guests from across Ohio beat a path to Polaris for its famous 55 Salad, Wild Mushroom Bisque, and Aztec Chowder. But likely as not, these patrons leave raving about the fresh seafood and incredible steaks.  Owned and operated by local restaurateurs Darren Greene and Cliff Madden, Polaris Grill delivers a fine-dining culinary experience in a comfortable setting sans the intimidating attitude or intimidating prices. Serving lunch Monday through Saturday, a Smooth Jazz Sunday Brunch, and dinner nightly, the American cuisine is prepared and presented with the refinement of a classically trained chef. House specialties include Lobster Thermidor, Grilled Salmon Oscar, Tournedos Polaris, and Hickory Smoked Pork Chops. And for dessert, the house-made Chocolate Mousse Cake and Vanilla Crème Brulee are worth every magnificent calorie! Onsite amenities include a popular bar and lounge, spacious outdoor patio, and private party facilities. Meanwhile, to enhance the meal, Polaris Grill's wine list features close to 100 labels, or guests may enjoy a special selection from the owner's private stock. Reservations recommended.",FOOD
96342,5% back at Pizza D'amore Pizzeria & Restaurant,Pizza D'amore Pizzeria & Restaurant,"Pizza D'Amore is located in the Mill Basin area of Brooklyn and offers to different experiences.  On one side - a pizzeria; the other side - a white table cloth full service restaurant.  The hand-painted Pizza D'Amore mural, which adorns the pizzeria's spacious dining room, offers a wonderful painted view of Venice.  The mural only accentuates the authenticity of the cuisine service at this establishment.  Marble tables help to give the restaurant an obvious added touch of class.  Thin-crusted, Sicilian and heart-shaped small pies round out the pizza options while rigatoni alla Frankie, penne ala cognac and a wide variety of desserts are feature items on the rest of the menu.  Pizza D'Amore also offers catering on- and off-premises and has a great lunch special for dine-in only.",FOOD
103154,5% back at Riviera Cafe Brewhouse,Riviera Cafe Brewhouse,"Riviera Cafe is Bridgewater's most popular retreat for good food and good times enjoyed  in an ultra-friendly setting. Drop in to take advantage of the daily Lunch and Dinner Specials, or swing by after work and relax over an ice-cold New Castle or Blue Moon Draft. No matter how you choose to spend your time at the Best Little Bar in Bridgewater, the setting is simple and geared toward fun. Come in to catch all your favorite sporting events, because Riviera has a Direct TV satellite feed and 5 high-def plasmas tuned to all the big games. Also look for free Wi-Fi, plus  NTN gaming systems, and musical entertainment courtesy of weekly Live Bands, DJs, Karaoke and Open Mic Night. Riviera's all-American pub fare is solid, too. Favorites include Wings, Pizza, Angus Burgers and Triple-Decker Sandwiches, as well as Steak, Seafood, Chicken and Meatloaf  Dinners. A kid's menu makes Riviera very family-friendly, and catering services make it equally private party-friendly. ",FOOD
102562,5% back at Pacifico Restaurant,Pacifico Restaurant,"Featuring extraordinary Nuevo-Latino seafood, Pacifico Restaurant is a fabulous place to enjoy a meal of hand-crafted seafood-forward fare. Located in the heart of downtown New Haven, this award-winning restaurant features a colorful and energized vibe in a two-story space complete with a lively, full-service bar. Enjoy exceptional dishes like crispy whole Mediterranean sea bass, seafood paella, or tamarind caramelized salmon. Or, build a meal tapas-style from small plates like ceviche, short rib empanadas, garlic shrimp, and braised pork belly. They pour great drinks here, too, including refreshing and award-winning mojitos, fruity sangria, and a stellar wine list. There's more to love about Pacifico, and with Colombian-born Chef Palomino at the helm, every dining experience at this restaurant is going to be outstanding! Please note: Pacifico also offers private party space and catering services. Call ahead for details or fill out the form on their website.",FOOD
93947,5% back at Emma's Pub & Pizza - Norton,Emma's Pub & Pizza - Norton,"Emma's Pub & Pizza offers pub-style dining at its finest in their brightly lit and colorful eatery.  Serving good food since 1985, Emma's is famous for their steamed hot dogs featuring chili and cheese toppings.  They also make beautiful lobster rolls, steaks, mixed grill entrees and crispy tavern-style pizza.  In addition to their normal menu, Emma's offers breakfast on the weekends and catering both on and off premises.  The interior features a 40-seat bar, flat screen TVs for sports enthusiasts, keno, lottery, games and a pool table.  They have a magician stop by on Monday and Wednesday nights and offer $0.99 cheese pizzas on Sunday from 1-4 p.m. and Wednesday from 8:30-10:30 p.m. ",FOOD
93668,5% back at Cherry Street East,Cherry Street East,"Cherrystreet East is a classic American eatery with standard fare as well as their own unique creations.  Open since 1977, the restaurant has been remodeled with impeccable cherry wood walls, booths, bars and tables all set with red accents.  This provides a warm and cozy ambiance that is perfect for dining out with friends or a nice family meal.  Some of the more special menu options offered by Cherrystreet include the CSE burger (classic burger on an English muffin), O'bleu NY strip steak and panko-encrusted crab cakes.  Happy hour is offered on weekdays from 4-6 p.m. and features a number of drink specials.  Enjoy them at the bar while viewing the HDTV or in one of their relaxing booths or tables while deciding what you will order for dinner.",FOOD
98467,5% back at Frantonis Pizzeria & Ristorante,Frantonis Pizzeria & Ristorante,"When it comes to Italian cooking, Frantoni's does things the old-fashioned way - with fresh ingredients, old family recipes, and the pride that goes with family ownership. However, when it comes to delivery and catering, Frantoni's does things the 21st-century way, by investing in a fleet of delivery trucks outfitted with state-of-the-art oven systems that keep hot at a sizzling 185 degrees to ensure it arrives at the same temperature it was when it left the kitchen. Beyond that, you just can't beat Frantoni's menu, which includes everything under the warm Mediterranean sun. From pizzas, pastas, paninis and subs to classic veal, chicken and seafood dishes, these folks offer fabulous food at very family friendly prices. What's more, if you're planning a private party or corporate event, call the catering pros at Frantoni's for superior food and service at a price that's well within your budget.",FOOD
103744,5% back at Fernandez the Bull II,Fernandez the Bull II,"Fernandez the Bull II offers traditional Cuban cuisine with a few twists on some original dishes. You will enjoy the same food that has made this place a Naples original since 1985. From mouthwatering roasted pork to the homemade black beans, there is sure to be something you will insist on coming back for time-and-time again. Come by and find your new addiction! Fernandez the Bull II has also added lunch sandwich specials that are priced at $5.99. Now your mouth and wallet can be happy at the same time! There is also an extensive specialty drink menu featuring red and white wine sangrias, mojitos, frozen drinks and many wines chosen specifically to compliment the meals. Happy hour and early bird specials are available every day from 3-5 p.m.",FOOD
96974,5% back at Giorgio's Italian Food & Pizzeria,Giorgio's Italian Food & Pizzeria,"Lively chatter and the aroma of garlic are the first things you notice when you walk in the door of Giorgio's Italian Food & Pizzeria. The interior is warm, friendly and classically Italian, (complete with red-checkered tablecloths). It is perfect for romantic couples as well as the entire family. The restaurant has an open kitchen where patrons can watch the cooks hand-toss the pizza dough and prepare entire meals. Giorgio's has become the pizza mecca of South Bay. Don't look for yuppie pizza here as it features authentic Italian pies that can be topped with your choice of items or one of the house combos.  The menu features time-honored Southern Italian cooking including traditional dishes such as veal scaloppini, scampi, osso bucco and chicken parmigiana. Signature pasta dishes such as fettuccine prawns portofino and mostacioli di bari are sure to satisfy even the most discriminating palate.  Famous for its large portions and specially priced dinner specials, the complete menu at Giorgio's Italian Food & Pizzeria is available to go.  It even offers an Italian happy hour Monday-Friday from 3-7 p.m. in the bar area with $3 appetizers and drink specials (wine, beer, margarita).  Serving a faithful clientele at this location, take a visit to Giorgio's Italian Food & Pizzeria and see why its slogan is, Giorgio's, a tradition that never left!  It has even been voted Best Italian restaurant in Milpitas for nine years in a row!",FOOD
97793,5% back at Dallas BBQ,Dallas BBQ,"With steer heads on the wall and other assorted mementos of their culinary heritage, Dallas BBQ offers an inexpensive but authentic rendition of classic down-home barbeque, dishes like ribs, rotisserie chicken, Angus beef and deep-fried seafood. Like any good joint, Dallas BBQ features a tasty array of sides like coleslaw, potatoes, and plenty of others. In addition to the heartier fare, the menu also provides soups and salads. For lunch, dinner or larger catered gatherings, Dallas BBQ is the place for some great cooking, friendly service and fantastic prices. Diners can get the flavorful tastes of the South right in the heart of New York. ",FOOD
94461,5% back at Mai Lee Restaurant,Mai Lee Restaurant,"Mai Lee single-handedly introduced Vietnamese cuisine to St. Louis, and residents of the city will be forever grateful. The menu includes a full range of specialties that showcase various culinary combinations in which hot, sour, sweet or salty tastes play a dominant role. Soups are a mainstay of Vietnamese home cooking, and Mai Lee does them justice with over two dozen selections. From there, guests are invited to venture forth into tasty territory, where specialties include Vietnamese-style Beef, Chicken or Pork cooked in a clay pot with vegetables; Butter and Garlic Shrimp; Marinated Steak with Lemon Pepper Sauce; and Mai Lee's signature Crispy Calamari. For added variety, this eatery also offers a complete Chinese menu that is prepared with the same authenticity as the Vietnamese menu. Along with earning a Mobile Star Rating, Mai Lee has accrued local recognition for Best Vietnamese, Best Spring Roll, and Best Beef Noodle Soup for Colds and Hangovers.",FOOD
102729,5% back at Big Woody's Bar & Grill,Big Woody's Bar & Grill,"Locally-owned, Big Woody's is a primo neighborhood spot where you can count on outstanding food - NOT TO MENTION THE BEST WINGS EVER - plus sweeping views of the Intracoastal Waterway in Chesapeake's historic Great Bridge area. Lunch and dinner are served daily - inside or out on the warm-weather, waterfront deck. What's more, the menu includes a winning and well-priced array of Angus Burgers, Sandwiches, Wraps, Salads, Steaks and Seafood. Favorite items include the Build Your Own Combo, with choices like Tuna Kabobs, Fried Oysters, Mini Crab Cakes, and Steamed or Fried Shrimp (All with killer sides!). Still, Big Woody's Sliders (Beef, Chicken, Oyster or Crab Cake) are popular, too, as are the Ribeye, NY Strip and Grilled Tuna Dinners.  This restaurant, bar and sports pub also features live bands every Saturday night, but be sure to call or visit the website for a schedule of  special events. Look for an outrageous Happy Hour from 11 a.m. - 7 p.m. daily, plus plasmas, and video games, including Wii.  Private parties welcome. ",FOOD
100400,5% back at Kianti's Pizza & Pasta Bar,Kianti's Pizza & Pasta Bar,"Located in the heart of downtown Santa Cruz in the Pacific Garden Mall, Kianti's Pizza & Pasta Bar stands boldly amongst fellow businesses with its vibrant colors and welcoming atmosphere. The contemporary look and feel proves to be popular with both locals and tourists.  The indoor lively and upbeat atmosphere is a crowd pleaser, with weekend performances from their very own pizza spinning champion and a flame-raising kitchen. For those preferring a more relaxed experience, dine within the heated patio and cozy up to the fireplace.  Kianti's unique menu is designed to give guests the option of family style dining and the ability to sample several dishes in one visit.  Gourmet pizza is their specialty, but delicious pastas, calzones, salads, sandwiches and more are also served.  This locally owned favorite has been voted Best Of in Santa Cruz County beginning in 2004 when doors opened. Patrons will agree that it is somewhere your entire family will enjoy.",FOOD
98468,5% back at Frantoni's Pizzeria & Ristorante,Frantoni's Pizzeria & Ristorante,"When it comes to Italian cooking, Frantoni's does things the old-fashioned way - with fresh ingredients, old family recipes, and the pride that goes with family ownership. However, when it comes to delivery and catering, Frantoni's does things the 21st-century way, by investing in a fleet of delivery trucks outfitted with state-of-the-art oven systems that keep hot at a sizzling 185 degrees to ensure it arrives at the same temperature it was when it left the kitchen. Beyond that, you just can't beat Frantoni's menu, which includes everything under the warm Mediterranean sun. From Pizzas, Pastas, Paninis and Subs, to classic Veal, Chicken and Seafood dishes, these folks offer fabulous food at very family-friendly prices. What's more, if you're planning a private party or corporate event, call the catering pros at Frantoni's for superior food and service at a price that's well within your budget.",FOOD
94493,5% back at Cucina Casale,Cucina Casale,"Known as the Cheers of Itasca, Cucina Casale draws guests to its downtown spot next to the train station with an equal blend of great Italian food and intimate atmosphere. The cozy interior seats 50-60 guests who come for the alluring Italian foods. The pizza here is considered by many to be some of the best available in the area. You'll even see the owner mingling amongst the guests, as he greets diners enjoying their pastas, pizzas, drinks, and other house specialties. ",FOOD
98075,5% back at Papa Dan's Pizza & Pasta,Papa Dan's Pizza & Pasta,"When you walk through the door and catch the aroma of Papa Dan's simmering pasta sauce and mouth-watering pizzas baking in the oven, you will understand why they are truly the best.  Papa Dan's pizza dough and sauces are made fresh daily, so everything you order is a delicious masterpiece - whether it's a regular or New York thin crust pizza with all your favorite toppings or a chicken or seafood entrée highlighted by rich, creamy Alfredo sauce.  Enjoy a light lunch or dinner with fresh salads, Papa Dan's calzones bursting with flavor or a stacked hot or cold sub made-to-order.  If dining in, feel relaxed and cozy in the New York-style atmosphere or outside on the misted patio that makes dining a pleasure even on the hottest days.  Papa Dan's also offers take-out and delivery service, meaning you can enjoy their eats anywhere!  There is also a full selection of soft drinks and a full bar including beer, wine, cocktails and after dinner drinks that will quench your thirst and compliment your meal.  Daily specials are offered all-day, in-house Monday-Thursday, lunch specials from 11 a.m. to 3 p.m. daily and early bird specials are available every day from 4-6 p.m.  Serving Coachella Valley since 1984, Papa Dan's pizza, pasta dishes and salads have been voted Best of the Valley, and it is no wonder why!",FOOD
92988,5% back at Star of India,Star of India,"The Star of India has been a Salt Lake restaurant institution since 1995.  It features a full bar and tandoori, one of the most refined styles of regional cooking from Northern India.  It has been called the cuisine of emperors and is a favorite of the most discriminating lovers of Indian food.  All of Star of India's food is natural and prepared on the premises.  They specialize in chicken, curry, lamb, seafood, halal meat and pure vegetable entrees.  The dishes are full flavored and prepared to any desired level of spiciness.  Star of India features a popular $8.95 buffet which includes a choice of almost a dozen entrees, salad, nan and rice pudding and is served Monday through Saturday from 11:30 a.m. to 2:30 p.m.  Their award-winning restaurant is family run and has a genuine passion for creating good, authentic Indian cuisine.",FOOD
100929,5% back at Jimmy Kelly's Steakhouse,Jimmy Kelly's Steakhouse,"Jimmy Kelly's Steakhouse has been a Nashville dining tradition since 1934, when it began impressing visitors and natives alike with its hospitality and great food.  Now serving a third generation of Nashvillians, Jimmy Kelly's is part of what Music City U.S.A. is all about.  Located in a Victorian mansion with the look and feel of the Old South, Jimmy Kelly's knows that no matter what decade it is, the demand for good food and service will never go out of style.  Called the only 'real' restaurant in Nashville...that I like by the senior food editor of the New York Times, Jimmy Kelly's was also called a Nashville treasure that simply, year after year, give sits customers what they want, what they expect -- and a little bit more by Kay West of Nashville Scene.  Reservations are recommended but not required.",FOOD
96058,5% back at Il Vicino Wood Oven Pizza,Il Vicino Wood Oven Pizza,"Benvenuto! Il Vicino is a contemporary Italian trattoria serving authentic, reasonably priced wood-oven pizza, unique entrees, salads, delicious panini-style sandwiches and baked lasagna. For over 14 years, Il Vicino's unique combination of award-winning food and drinks has made it a favorite for both locals and visitors. Comfortable, casual dining makes the restaurants perfect for a quick lunch, tasty snacks or complete dinners. Il Vicino's extensive menu includes dozens of unique wood-oven pizzas and calzones. In addition, it is proud to serve a selection of premium wines and beers, including its own Il Vicino private label wines by the glass or bottle and its own micro-brew ales.  They can be paired specifically to compliment the food.  A complete array of Italian bottled waters is also available.",FOOD
100403,5% back at Capellini's Italian Restaurant,Capellini's Italian Restaurant,"Capellini's is the place for uncompromised quality in Italian cuisine. Eat the best food made from the freshest ingredients in the relaxed family environment and truly taste the difference! Capellini's friendly prices (including daily $8.95 real deals & a $14.95 three course meal menu) and comfortable ambiance will make you love eating with them. Stop by either of the two locations, both conveniently located off of route 495.  Party platters and catering services are offered, and Capellini's is always putting on a different event or promotion, so be sure to stop by and out what's up next!",FOOD
103033,5% back at Pepperoni Grille,Pepperoni Grille,"In the mood for pizza? With a name like Pepperoni Grille, it will be hard to go wrong with a trip to this family-friendly St. Clair Shores restaurant. With the feel of a neighborhood bar and grill, Pepperoni features a varied menu of American and Italian-themed foods. The pizza is always popular, whether you want it round or square, you can enjoy specialties like the Isabella or the spicy arrabbiata. There are other treats to be had as well, so you can order up a some baby back ribs, a NY strip, chicken parmesan, lasagna, or fettucine alfredo, in addition to sandwiches, soups, salads, and appetizers. Pepperoni offers a full-service bar, including imported and domestic wines.",FOOD
97045,5% back at Taco Veloz,Taco Veloz,"El Taco Veloz was founded in 1991 on a foundation of strong gastronomic knowledge acquired from years of experience.  From the beginning, El Taco Veloz decided to only utilize the highest quality ingredients in creating their tasty, delicious and authentic creations.  The passion of the staff of El Taco Veloz assures that the quality of food and service will never be compromised and will always be at the highest level possible.  Tacos and burritos - made with hefty fillings and perfectly grilled flour tortillas - are the backbone of the menu.  Plenty else is offered including nachos, quesadillas, tortas, platillos and mariscos.  Thick and crunchy tortilla chips compliment the dishes, and many patrons recommend finishing with the arroz con leche, a simple rice pudding sprinkled with cinnamon and raisins.  The modest beginnings of El Taco Veloz have helped it blossom into one of the leaders in fast, casual and delicious Mexican cuisine.",FOOD
108106,5% back at Mario's Restaurant,Mario's Restaurant,"The Migliucci family has been preparing fine Italian cuisine on Arthur Avenue since 1919! Joe Migliucci and his family invite yours to enjoy their menu, which is prepared with passion and care. With the perfect location on Arthur Avenue, the Little Italy of the Bronx, they serve up traditional dishes like lasagna, chicken milanese or the delicious clams oregenata. The fresh sauces, hot fresh breads, octopus salad, spiedini with anchovy sauce and other authentic recipes are among the dishes that have made customers return time and time again Craving pizza? Mario's can help there too! Some would say you'll enjoy the best pizza in the Bronx at Mario's! No wonder they won the James Beard Award in 2000. The Migliucci family and the staff - with over 90 years of experience - will serve you in a manner that best fits the occasion. Every customer is treated like a relative whether you have an intimate affair of two, 20 or 200! Parking is available via valet or the lot.",FOOD
102525,5% back at Cilantro Thai & Sushi Restaurant,Cilantro Thai & Sushi Restaurant,"Urbane ... sophisticated ... uber-chic. Those are all appropriate ways to describe Cilantro. As both restaurant and lounge, this is Akron's newest (And coolest!) bastion of upscale dining and cocktailing. The destination of choice among Akron's power-lunch and after-work martini crowd, Cilantro is also the preferred venue for date-night dining and hooking up with friends for pre-club drinks and appetizers. The Spice of Life menu is voluminous to say the least, offering an artful foray into the delights of Sushi, Thai and Japanese cuisine. To start, Cilantro's Shrimp Cakes, Shitake Tempura or Papaya Salad come highly recommended. From there, it's on to Sushi Rolls and Sushi Combinations, as well as Japanese Teriyakis, Tempuras, Yakisobas and Udon Bowls. But on the Thai side, the choices are just as tempting, from the Rice and Noodle Stir-Fries and Curries, to such specialties as Crispy Duck Basil, Pine Nut Chicken, Salmon Tamarind and Beef in Oyster Sauce. Look for an extensive roster of vegetarian options, plus a full bar with wine list, premium sakes, house martinis and classic cocktails. NOTE: Live music is featured on select evenings, valet service is available Thursday-Saturday and delicious half-priced martinis and mojitos are offered Monday-Friday from 5-7 p.m.",FOOD
96998,"5% back at Barbiere's Italian Inn, South Milwaukee","Barbiere's Italian Inn, South Milwaukee","Experience the best Italian food you have ever eaten, all homemade, at Barbiere's Italian Inn!  Founded by Sal Barbiere over 45 years ago, this staple of Bluemound Road has been serving the best pizza, lasagna, meatballs, garlic bread, sauces and salads for quite some time.  In the afternoon, call your order in ahead of time and eat while you arrive so you can spend your lunch hour savoring the food rather than waiting for it to get to your table.  A perfect spot before or after Milwaukee Brewers games, Barbiere's is located within a mile from Miller Park!  Relax in the cozy, smoke-free dining room or take their food (like half-baked pizzas) to go.  Any time is a good time for Barbiere's.",FOOD
96736,5% back at Asiago's,Asiago's,"Asiago's is Boise's choice for redefined Italian cuisine.  The chefs here combine familiar Italian flavors and age-old fundamentals of Italian cooking with their own creative license to prepare a distinctive menu of pastas, entrees, salads, sandwiches, soups and seasonal specials.  Whether you enjoy traditional Italian flavors or appreciate a more adventurous, eclectic approach to your Italian cuisine, Asiago's is sure to delight.  Fresh is a passion at Asiago's, you could say they are fanatical about it.  Beginning with pasta made in-house daily, each menu item is prepared in the kitchen from scratch.  All dishes are cooked-to-order, allowing for modifications to accommodate your personal taste or preference.  At Asiago's, wine is taken seriously.  Each is carefully selected to pair with, and enhance, the foods on the menu.  In addition, you can reference the tasting notes for each wine on the list if you would like a little more information to help make your decision easier.  Beers and wines are available at the centrally located bar, as well as full service from the restaurant's lunch and dinner menus.  Asiago's is an unpretentious, intimate setting, combining old world designs with modern accents.  Located in the newly renovated Gem-Noble building, the dining area surrounds you with turn of the century brick walls, Italian tile floors and original art inspired by early-to-mid-1900s European works.  The restaurant and wine bar has rooms for banquets and special events with accommodations for 12-80 patrons.  Speak with the special events coordinator to arrange your upcoming celebration at Asiago's.  Reservations are appreciated for any visit and are recommended for weekends and holidays to ensure a table is ready for you.",FOOD
95716,5% back at Olympic Taverna,Olympic Taverna,"Olympic Diner has become a popular destination in Palm City for those seeking authentic Greek food or standard diner fare.  Small but nicely adorned with scenes of Greece and columns, Olympic has the ambiance of a small eatery in Athens.  Large portions can be found throughout the menu, and all dinners come with delightful, fresh Greek dinner salads.  The dressing is said to be good enough to be bottled and is a blend of sweet, tangy and garlic flavors.  Aside from Greek cuisine, entree choices include burgers, salads and sandwiches.  Lively and animated, quick and friendly, Olympic Diner offers great options for its patrons any time of day.",FOOD
98570,5% back at Timothy O'Toole's,Timothy O'Toole's,"Great grub and friendly folks are the two ingredients that make Timothy O'Toole's a recipe for nonstop good times. As Wing Fest's 2009 Best Hot Wings in Chicago award-winner, you know the chow here is tops. What's more, there's plenty of variety, from apps like Chicken Quesadillas and Spinach Artichoke Dip, to Black Angus or Chicken Breast Burgers, Wraps, and killer Entrees. Among the house favorites are Corned Beef & Cabbage, Guinness Beef Stew, house-smoked Baby Back Ribs, and  fresh cod Fish & Chips. With mounted flat-screens at every turn, there's never a bad seat in the house when it's game time. What's more, in between quarters, there are arcade games, pool, and a rockin' jukebox for entertainment. An  impressive roster of cocktails, martinis, brews and spirits ensures no guest goes thirsty. And the congenial social scene guarantees no guest gets lonely! ",FOOD
95213,5% back at Dalts  American Grill,Dalts  American Grill,"Check it out: incredible daily specials at Dalts and <a href=http://www.daltsgrill.net>online ordering</a>(push the online ordering button)! Dalts has been delighting diners with all-American classics since 1980. Owners Shannon Powell and his family show their commitment to small town hospitality by providing great food and warm, friendly service. Mouthwatering selections include Reubens, Philly cheesesteaks, French dip, burgers, milkshakes and much more. Other daily menu items include wood-fired brick-oven pizzas, soups, salads, pastas, steaks, fresh seafood, baby back ribs, and homemade desserts. Kids meals are just $3, drink included! Stop by on a Saturday or Sunday and enjoy their fabulous brunch. Best of all, the entire menu is available for delivery, seven days a week. They also offer convenient take-out service at a side entrance with dedicated parking spaces for quick in-and-out trips. Dalts also now offers online ordering for delivery or take-out on their <a href=https://dalts.patronpath.com/> website</a>. Along with great food, Dalts provides a full-service bar open at 11 a.m. Monday through Saturday and 10 a.m. on Sunday, serving a wide selection of beer, wine and specialized cocktails. The next time you are looking for a family-friendly restaurant with delicious food and drinks, stop on by Dalts American Grill and see what you've been missing! Noteworthy: Reservations are now available for parties of 6 or more, guaranteeing you the best seat in the house!  ",FOOD
94274,5% back at Ginza Town,Ginza Town,"Restaurants may come and go, but Ginza is here to stay. For sushi lovers, it's nirvana. The menu offers tremendous selection, and the sushi chefs here turn every dish into something that dazzles the eye as well as the pallate. Ginza offers an equally well-rounded choice of hot dishes as well, plus creative combinations of hot and cold dishes. Popular for lunch, dinner and late-night dining, the ambiance is trendy and both takeout and delivery are available. Sushi, maki, sukiyaki, tempura and teriyakis ... Ginza prepares Japanese cuisine with a style and grace reflective of the restaurant's fashionable décor and equally fashionable crowd. Full bar, takeout and delivery available.",FOOD
